"year", "month", "day", "organization_name","organization_title","broken_package_count","broken_resource_count","broken_resource_percent","package_count","broken_package_percent"
15, 12, 15, "isu-edu","Idaho State University","56","168","7","2076","2"
15, 12, 15, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
15, 12, 15, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
15, 12, 15, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
15, 12, 15, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
15, 12, 15, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
15, 12, 15, "mcc-gov","Millenium Challenge Corporation","3","6","0","107","2"
15, 12, 15, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","5","73","8"
15, 12, 15, "nasa-gov","National Aeronautics and Space Administration","806","806","2","31422","2"
15, 12, 15, "nara-gov","National Archives and Records Administration","1","1","1","63","1"
15, 12, 15, "nist-gov","National Institute of Standards and Technology, Department of Commerce","1","2","0","28","3"
15, 12, 15, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
15, 12, 15, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","62534","0"
15, 12, 15, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
15, 12, 15, "nsf-gov","National Science Foundation","5","5","3","143","3"
15, 12, 15, "ntsb-gov","National Transportation Safety Board","19","19","86","22","86"
15, 12, 15, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
15, 12, 15, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","13976","27"
15, 12, 15, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
15, 12, 15, "usa-net","Nuna Technologies","1","2","10","8","12"
15, 12, 15, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
15, 12, 15, "oha-doi-gov","Office of Hearings and Appeals, Department of the Interior","1","1","100","1","100"
15, 12, 15, "onhir-gov","Office of Navajo and Hopi Indian Relocation","4","4","100","4","100"
15, 12, 15, "opm-gov","Office of Personnel Management","2","2","0","497","0"
15, 12, 15, "ostp-eop-gov","Office of Science and Technology Policy, Executive Office of the President","2","2","33","6","33"
15, 12, 15, "opic-gov","Overseas Private Investment Corporation","3","3","100","3","100"
15, 12, 15, "psmfc-org","Pacific States Marine Fisheries Commission","27","73","56","49","55"
15, 12, 15, "sss-gov","Selective Service System","9","9","100","9","100"
15, 12, 15, "state-of-alaska","State of Alaska","5","6","0","369","1"
15, 12, 15, "arkansas-gov","State of Arkansas","68","97","9","359","18"
15, 12, 15, "ca-gov","State of California","244","357","24","722","33"
15, 12, 15, "state-of-connecticut","State of Connecticut","13","39","3","255","5"
15, 12, 15, "state-of-hawaii","State of Hawaii","7","7","0","419","1"
15, 12, 15, "state-of-illinois","State of Illinois","7","7","0","564","1"
15, 12, 15, "state-of-maryland","State of Maryland","6","6","0","297","2"
15, 12, 15, "state-mn-us","State of Minnesota","15","15","6","211","7"
15, 12, 15, "state-of-missouri","State of Missouri","6","18","1","262","2"
15, 12, 15, "state-of-new-york","State of New York","19","56","2","485","3"
15, 12, 15, "nd-gov","State of North Dakota","32","47","4","237","13"
15, 12, 15, "state-of-oregon","State of Oregon","5","5","0","433","1"
15, 12, 15, "state-of-washington","State of Washington","1","1","0","229","0"
15, 12, 15, "un-org","United Nations Cartographic Section","8","8","2","135","5"
15, 12, 15, "university-of-arizona","University of Arizona","3","6","0","591","0"
15, 12, 15, "uidaho-edu","University of Idaho","107","171","15","403","26"
15, 12, 15, "unh-edu","University of New Hampshire","63","171","3","1827","3"
15, 12, 15, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
15, 12, 15, "census-gov","US Census Bureau, Department of Commerce","194","235","0","135052","0"
15, 12, 15, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
15, 12, 15, "hhs-gov","U.S. Department of Health & Human Services","107","140","2","1834","5"
15, 12, 15, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
15, 12, 15, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","6","24837","6"
15, 12, 15, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","757","0"
15, 12, 15, "usgs-gov","U.S. Geological Survey, Department of the Interior","64420","113788","2","1514159","4"
15, 12, 15, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
15, 12, 15, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
15, 12, 15, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
15, 12, 15, "wake-county","Wake County","1","1","0","130","0"
15, 12, 15, "wustl-edu","Washington University St Louis","59","155","51","60","98"
15, 12, 15, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
15, 12, 15, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
15, 12, 16, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
15, 12, 16, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
15, 12, 16, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
15, 12, 16, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
15, 12, 16, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
15, 12, 16, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
15, 12, 16, "boem-gov","Bureau of Ocean Energy Management, Department of the Interior","1","1","0","61","1"
15, 12, 16, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
15, 12, 16, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
15, 12, 16, "austin-utexas-edu","CCAPS Program, Robert Strauss Center, University of Texas at Austin","1","1","4","9","11"
15, 12, 16, "city-of-baltimore","City of Baltimore","1","1","0","128","0"
15, 12, 16, "city-of-baton-rouge","City of Baton Rouge","3","9","11","20","15"
15, 12, 16, "city-of-charlotte","City of Charlotte","1","1","0","52","1"
15, 12, 16, "city-of-chicago","City of Chicago","12","22","1","428","2"
15, 12, 16, "city-of-los-angeles","City of Los Angeles","9","11","1","220","4"
15, 12, 16, "city-of-new-york","City of New York","29","53","1","1034","2"
15, 12, 16, "city-of-san-francisco","City of San Francisco","5","11","1","343","1"
15, 12, 16, "city-of-seattle","City of Seattle","31","73","7","268","11"
15, 12, 16, "cook-county-of-illinois","Cook County of Illinois","7","10","0","340","2"
15, 12, 16, "cornell-edu","Cornell University ","107","301","13","1772","6"
15, 12, 16, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
15, 12, 16, "usda-gov","Department of Agriculture","10","10","0","616","1"
15, 12, 16, "doc-gov","Department of Commerce","38","38","8","423","8"
15, 12, 16, "dod-gov","Department of Defense","138","146","37","378","36"
15, 12, 16, "ed-gov","Department of Education","15","37","4","233","6"
15, 12, 16, "doe-gov","Department of Energy","3","4","0","1152","0"
15, 12, 16, "dhs-gov","Department of Homeland Security","12","12","4","251","4"
15, 12, 16, "hud-gov","Department of Housing and Urban Development","13","13","6","174","7"
15, 12, 16, "doj-gov","Department of Justice","1","1","0","954","0"
15, 12, 16, "dol-gov","Department of Labor","30","31","5","374","8"
15, 12, 16, "state-gov","Department of State","3","4","0","109","2"
15, 12, 16, "treasury-gov","Department of the Treasury","8","8","2","237","3"
15, 12, 16, "dot-gov","Department of Transportation","171","176","5","3129","5"
15, 12, 16, "va-gov","Department of Veterans Affairs","2","2","0","1128","0"
15, 12, 16, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","968","2323","3","5536","17"
15, 12, 16, "eop-gov","Executive Office of the President","2","2","1","44","4"
15, 12, 16, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
15, 12, 16, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
15, 12, 16, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
15, 12, 16, "gsa-gov","General Services Administration","3","3","1","147","2"
15, 12, 16, "glc-org","Great Lakes Commission","60","297","69","86","69"
15, 12, 16, "isu-edu","Idaho State University","56","168","7","2076","2"
15, 12, 16, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
15, 12, 16, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
15, 12, 16, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
15, 12, 16, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
15, 12, 16, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
15, 12, 16, "mcc-gov","Millenium Challenge Corporation","3","6","0","107","2"
15, 12, 16, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","5","73","8"
15, 12, 16, "nasa-gov","National Aeronautics and Space Administration","806","806","2","31422","2"
15, 12, 16, "nara-gov","National Archives and Records Administration","1","1","1","63","1"
15, 12, 16, "nist-gov","National Institute of Standards and Technology, Department of Commerce","1","2","0","31","3"
15, 12, 16, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
15, 12, 16, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","62534","0"
15, 12, 16, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
15, 12, 16, "nsf-gov","National Science Foundation","5","5","3","143","3"
15, 12, 16, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
15, 12, 16, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","13976","27"
15, 12, 16, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
15, 12, 16, "usa-net","Nuna Technologies","1","2","10","8","12"
15, 12, 16, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
15, 12, 16, "oha-doi-gov","Office of Hearings and Appeals, Department of the Interior","1","1","100","1","100"
15, 12, 16, "onhir-gov","Office of Navajo and Hopi Indian Relocation","4","4","100","4","100"
15, 12, 16, "opm-gov","Office of Personnel Management","2","2","0","497","0"
15, 12, 16, "ostp-eop-gov","Office of Science and Technology Policy, Executive Office of the President","2","2","33","6","33"
15, 12, 16, "opic-gov","Overseas Private Investment Corporation","3","3","100","3","100"
15, 12, 16, "psmfc-org","Pacific States Marine Fisheries Commission","27","73","56","49","55"
15, 12, 16, "sss-gov","Selective Service System","9","9","100","9","100"
15, 12, 16, "state-of-alaska","State of Alaska","5","6","0","369","1"
15, 12, 16, "arkansas-gov","State of Arkansas","68","97","9","359","18"
15, 12, 16, "ca-gov","State of California","244","357","24","722","33"
15, 12, 16, "state-of-connecticut","State of Connecticut","13","39","3","255","5"
15, 12, 16, "state-of-hawaii","State of Hawaii","7","7","0","419","1"
15, 12, 16, "state-of-illinois","State of Illinois","7","7","0","564","1"
15, 12, 16, "state-of-maryland","State of Maryland","6","6","0","297","2"
15, 12, 16, "state-mn-us","State of Minnesota","15","15","6","211","7"
15, 12, 16, "state-of-missouri","State of Missouri","6","18","1","262","2"
15, 12, 16, "state-of-new-york","State of New York","19","56","2","485","3"
15, 12, 16, "nd-gov","State of North Dakota","32","47","4","237","13"
15, 12, 16, "state-of-oregon","State of Oregon","5","5","0","435","1"
15, 12, 16, "state-of-washington","State of Washington","1","1","0","229","0"
15, 12, 16, "un-org","United Nations Cartographic Section","8","8","2","135","5"
15, 12, 16, "university-of-arizona","University of Arizona","3","6","0","591","0"
15, 12, 16, "uidaho-edu","University of Idaho","107","171","15","403","26"
15, 12, 16, "unh-edu","University of New Hampshire","63","171","3","1827","3"
15, 12, 16, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
15, 12, 16, "census-gov","US Census Bureau, Department of Commerce","194","235","0","135046","0"
15, 12, 16, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
15, 12, 16, "hhs-gov","U.S. Department of Health & Human Services","107","140","2","1834","5"
15, 12, 16, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
15, 12, 16, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","6","24841","6"
15, 12, 16, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","759","0"
15, 12, 16, "usgs-gov","U.S. Geological Survey, Department of the Interior","64444","113811","2","1514191","4"
15, 12, 16, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
15, 12, 16, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
15, 12, 16, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
15, 12, 16, "wake-county","Wake County","1","1","0","130","0"
15, 12, 16, "wustl-edu","Washington University St Louis","59","155","51","60","98"
15, 12, 16, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
15, 12, 16, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
15, 12, 17, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
15, 12, 17, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
15, 12, 17, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
15, 12, 17, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
15, 12, 17, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
15, 12, 17, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
15, 12, 17, "boem-gov","Bureau of Ocean Energy Management, Department of the Interior","1","1","0","61","1"
15, 12, 17, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
15, 12, 17, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
15, 12, 17, "austin-utexas-edu","CCAPS Program, Robert Strauss Center, University of Texas at Austin","1","1","4","9","11"
15, 12, 17, "city-of-baltimore","City of Baltimore","1","1","0","129","0"
15, 12, 17, "city-of-baton-rouge","City of Baton Rouge","3","9","11","20","15"
15, 12, 17, "city-of-charlotte","City of Charlotte","1","1","0","52","1"
15, 12, 17, "city-of-chicago","City of Chicago","12","22","1","429","2"
15, 12, 17, "city-of-los-angeles","City of Los Angeles","7","9","1","214","3"
15, 12, 17, "city-of-new-york","City of New York","29","53","1","1035","2"
15, 12, 17, "city-of-san-francisco","City of San Francisco","5","11","1","342","1"
15, 12, 17, "city-of-seattle","City of Seattle","31","73","7","268","11"
15, 12, 17, "cook-county-of-illinois","Cook County of Illinois","7","10","0","367","1"
15, 12, 17, "cornell-edu","Cornell University ","107","301","13","1772","6"
15, 12, 17, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
15, 12, 17, "usda-gov","Department of Agriculture","10","10","0","616","1"
15, 12, 17, "doc-gov","Department of Commerce","38","38","8","423","8"
15, 12, 17, "dod-gov","Department of Defense","138","146","37","378","36"
15, 12, 17, "ed-gov","Department of Education","15","37","4","233","6"
15, 12, 17, "doe-gov","Department of Energy","3","4","0","1152","0"
15, 12, 17, "dhs-gov","Department of Homeland Security","12","12","4","251","4"
15, 12, 17, "hud-gov","Department of Housing and Urban Development","13","13","6","174","7"
15, 12, 17, "doj-gov","Department of Justice","1","1","0","954","0"
15, 12, 17, "dol-gov","Department of Labor","30","31","5","374","8"
15, 12, 17, "state-gov","Department of State","3","4","0","109","2"
15, 12, 17, "treasury-gov","Department of the Treasury","8","8","2","237","3"
15, 12, 17, "dot-gov","Department of Transportation","171","176","5","3129","5"
15, 12, 17, "va-gov","Department of Veterans Affairs","2","2","0","1128","0"
15, 12, 17, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","968","2323","3","5536","17"
15, 12, 17, "eop-gov","Executive Office of the President","2","2","1","44","4"
15, 12, 17, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
15, 12, 17, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
15, 12, 17, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
15, 12, 17, "gsa-gov","General Services Administration","3","3","1","147","2"
15, 12, 17, "glc-org","Great Lakes Commission","60","297","69","86","69"
15, 12, 17, "isu-edu","Idaho State University","56","168","7","2076","2"
15, 12, 17, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
15, 12, 17, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
15, 12, 17, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
15, 12, 17, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
15, 12, 17, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
15, 12, 17, "mcc-gov","Millenium Challenge Corporation","3","6","0","107","2"
15, 12, 17, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","5","73","8"
15, 12, 17, "nasa-gov","National Aeronautics and Space Administration","806","806","2","31422","2"
15, 12, 17, "nara-gov","National Archives and Records Administration","1","1","1","63","1"
15, 12, 17, "nist-gov","National Institute of Standards and Technology, Department of Commerce","1","2","0","31","3"
15, 12, 17, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
15, 12, 17, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","62534","0"
15, 12, 17, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
15, 12, 17, "nsf-gov","National Science Foundation","5","5","3","143","3"
15, 12, 17, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
15, 12, 17, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","13975","27"
15, 12, 17, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
15, 12, 17, "usa-net","Nuna Technologies","1","2","10","8","12"
15, 12, 17, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
15, 12, 17, "oha-doi-gov","Office of Hearings and Appeals, Department of the Interior","1","1","100","1","100"
15, 12, 17, "onhir-gov","Office of Navajo and Hopi Indian Relocation","4","4","100","4","100"
15, 12, 17, "opm-gov","Office of Personnel Management","2","2","0","497","0"
15, 12, 17, "ostp-eop-gov","Office of Science and Technology Policy, Executive Office of the President","2","2","33","6","33"
15, 12, 17, "opic-gov","Overseas Private Investment Corporation","3","3","100","3","100"
15, 12, 17, "psmfc-org","Pacific States Marine Fisheries Commission","27","73","56","49","55"
15, 12, 17, "sss-gov","Selective Service System","9","9","100","9","100"
15, 12, 17, "state-of-alaska","State of Alaska","5","6","0","369","1"
15, 12, 17, "arkansas-gov","State of Arkansas","68","97","9","359","18"
15, 12, 17, "ca-gov","State of California","244","357","24","722","33"
15, 12, 17, "state-of-connecticut","State of Connecticut","13","39","3","255","5"
15, 12, 17, "state-of-hawaii","State of Hawaii","7","7","0","419","1"
15, 12, 17, "state-of-illinois","State of Illinois","7","7","0","564","1"
15, 12, 17, "state-of-maryland","State of Maryland","6","6","0","297","2"
15, 12, 17, "state-mn-us","State of Minnesota","15","15","6","211","7"
15, 12, 17, "state-of-missouri","State of Missouri","6","18","1","262","2"
15, 12, 17, "state-of-new-york","State of New York","19","56","2","485","3"
15, 12, 17, "nd-gov","State of North Dakota","32","47","4","237","13"
15, 12, 17, "state-of-oregon","State of Oregon","5","5","0","435","1"
15, 12, 17, "state-of-washington","State of Washington","1","1","0","228","0"
15, 12, 17, "un-org","United Nations Cartographic Section","8","8","2","135","5"
15, 12, 17, "university-of-arizona","University of Arizona","3","6","0","591","0"
15, 12, 17, "uidaho-edu","University of Idaho","107","171","15","403","26"
15, 12, 17, "unh-edu","University of New Hampshire","63","171","3","1827","3"
15, 12, 17, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
15, 12, 17, "census-gov","US Census Bureau, Department of Commerce","194","235","0","135046","0"
15, 12, 17, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
15, 12, 17, "hhs-gov","U.S. Department of Health & Human Services","107","140","3","1727","6"
15, 12, 17, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
15, 12, 17, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","6","24844","6"
15, 12, 17, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","759","0"
15, 12, 17, "usgs-gov","U.S. Geological Survey, Department of the Interior","64432","113799","2","1514193","4"
15, 12, 17, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
15, 12, 17, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
15, 12, 17, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
15, 12, 17, "wake-county","Wake County","1","1","0","130","0"
15, 12, 17, "wustl-edu","Washington University St Louis","59","155","51","60","98"
15, 12, 17, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
15, 12, 17, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
15, 12, 18, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
15, 12, 18, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
15, 12, 18, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
15, 12, 18, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
15, 12, 18, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
15, 12, 18, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
15, 12, 18, "boem-gov","Bureau of Ocean Energy Management, Department of the Interior","1","1","0","61","1"
15, 12, 18, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
15, 12, 18, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
15, 12, 18, "austin-utexas-edu","CCAPS Program, Robert Strauss Center, University of Texas at Austin","1","1","4","9","11"
15, 12, 18, "city-of-baltimore","City of Baltimore","1","1","0","129","0"
15, 12, 18, "city-of-baton-rouge","City of Baton Rouge","3","9","11","20","15"
15, 12, 18, "city-of-charlotte","City of Charlotte","1","1","0","52","1"
15, 12, 18, "city-of-chicago","City of Chicago","12","22","1","429","2"
15, 12, 18, "city-of-los-angeles","City of Los Angeles","7","9","1","214","3"
15, 12, 18, "city-of-new-york","City of New York","29","53","1","1035","2"
15, 12, 18, "city-of-san-francisco","City of San Francisco","5","11","1","342","1"
15, 12, 18, "city-of-seattle","City of Seattle","31","73","7","268","11"
15, 12, 18, "cook-county-of-illinois","Cook County of Illinois","7","10","0","367","1"
15, 12, 18, "cornell-edu","Cornell University ","107","301","13","1772","6"
15, 12, 18, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
15, 12, 18, "usda-gov","Department of Agriculture","10","10","0","616","1"
15, 12, 18, "doc-gov","Department of Commerce","38","38","8","423","8"
15, 12, 18, "dod-gov","Department of Defense","138","146","37","378","36"
15, 12, 18, "ed-gov","Department of Education","15","37","4","233","6"
15, 12, 18, "doe-gov","Department of Energy","3","4","0","1152","0"
15, 12, 18, "dhs-gov","Department of Homeland Security","12","12","4","251","4"
15, 12, 18, "hud-gov","Department of Housing and Urban Development","13","13","6","174","7"
15, 12, 18, "doj-gov","Department of Justice","1","1","0","954","0"
15, 12, 18, "dol-gov","Department of Labor","30","31","5","374","8"
15, 12, 18, "state-gov","Department of State","3","4","0","109","2"
15, 12, 18, "treasury-gov","Department of the Treasury","8","8","2","237","3"
15, 12, 18, "dot-gov","Department of Transportation","171","176","5","3129","5"
15, 12, 18, "va-gov","Department of Veterans Affairs","2","2","0","1128","0"
15, 12, 18, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","968","2323","3","5536","17"
15, 12, 18, "eop-gov","Executive Office of the President","2","2","1","44","4"
15, 12, 18, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
15, 12, 18, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
15, 12, 18, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
15, 12, 18, "gsa-gov","General Services Administration","3","3","1","147","2"
15, 12, 18, "glc-org","Great Lakes Commission","60","297","69","86","69"
15, 12, 18, "isu-edu","Idaho State University","56","168","7","2076","2"
15, 12, 18, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
15, 12, 18, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
15, 12, 18, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
15, 12, 18, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
15, 12, 18, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
15, 12, 18, "mcc-gov","Millenium Challenge Corporation","3","6","0","107","2"
15, 12, 18, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","5","73","8"
15, 12, 18, "nasa-gov","National Aeronautics and Space Administration","806","806","2","31422","2"
15, 12, 18, "nara-gov","National Archives and Records Administration","1","1","1","63","1"
15, 12, 18, "nist-gov","National Institute of Standards and Technology, Department of Commerce","1","2","0","31","3"
15, 12, 18, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
15, 12, 18, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","62534","0"
15, 12, 18, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
15, 12, 18, "nsf-gov","National Science Foundation","5","5","3","143","3"
15, 12, 18, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
15, 12, 18, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","13975","27"
15, 12, 18, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
15, 12, 18, "usa-net","Nuna Technologies","1","2","10","8","12"
15, 12, 18, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
15, 12, 18, "oha-doi-gov","Office of Hearings and Appeals, Department of the Interior","1","1","100","1","100"
15, 12, 18, "onhir-gov","Office of Navajo and Hopi Indian Relocation","4","4","100","4","100"
15, 12, 18, "opm-gov","Office of Personnel Management","2","2","0","497","0"
15, 12, 18, "ostp-eop-gov","Office of Science and Technology Policy, Executive Office of the President","2","2","33","6","33"
15, 12, 18, "opic-gov","Overseas Private Investment Corporation","3","3","100","3","100"
15, 12, 18, "psmfc-org","Pacific States Marine Fisheries Commission","27","73","56","49","55"
15, 12, 18, "sss-gov","Selective Service System","9","9","100","9","100"
15, 12, 18, "state-of-alaska","State of Alaska","5","6","0","369","1"
15, 12, 18, "arkansas-gov","State of Arkansas","68","97","9","359","18"
15, 12, 18, "ca-gov","State of California","244","357","24","722","33"
15, 12, 18, "state-of-connecticut","State of Connecticut","13","39","3","255","5"
15, 12, 18, "state-of-hawaii","State of Hawaii","7","7","0","419","1"
15, 12, 18, "state-of-illinois","State of Illinois","7","7","0","564","1"
15, 12, 18, "state-of-maryland","State of Maryland","6","6","0","297","2"
15, 12, 18, "state-mn-us","State of Minnesota","15","15","6","211","7"
15, 12, 18, "state-of-missouri","State of Missouri","6","18","1","262","2"
15, 12, 18, "state-of-new-york","State of New York","19","56","2","485","3"
15, 12, 18, "nd-gov","State of North Dakota","32","47","4","237","13"
15, 12, 18, "state-of-oregon","State of Oregon","5","5","0","435","1"
15, 12, 18, "state-of-washington","State of Washington","1","1","0","228","0"
15, 12, 18, "un-org","United Nations Cartographic Section","8","8","2","135","5"
15, 12, 18, "university-of-arizona","University of Arizona","3","6","0","591","0"
15, 12, 18, "uidaho-edu","University of Idaho","107","171","15","403","26"
15, 12, 18, "unh-edu","University of New Hampshire","63","171","3","1827","3"
15, 12, 18, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
